"age","job","marital","education","default","housing","loan","contact","label"
"30-","admin.","single","secondary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","yes","yes","cellular","no"
"40-","self-employed","married","tertiary","no","yes","yes","cellular","yes"
"40-","blue-collar","married","primary","no","yes","no","cellular","yes"
"40-","services","single","secondary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"50-","blue-collar","married","primary","no","no","no","cellular","no"
"40-","blue-collar","married","primary","no","yes","no","cellular","yes"
"60-","blue-collar","married","secondary","no","yes","no","cellular","no"
"40-","blue-collar","married","primary","no","yes","no","cellular","no"
"30-","technician","married","secondary","no","yes","no","cellular","yes"
"40-","admin.","divorced","secondary","no","yes","no","cellular","no"
"60-","blue-collar","married","primary","no","yes","no","cellular","no"
"50-","admin.","married","secondary","no","yes","no","cellular","no"
"80-","retired","married","primary","no","no","no","telephone","yes"
"30-","services","married","secondary","no","yes","no","cellular","no"
"40-","blue-collar","single","unknown","no","yes","yes","cellular","no"
"40-","technician","single","secondary","yes","yes","no","cellular","yes"
"40-","blue-collar","divorced","unknown","yes","yes","yes","cellular","yes"
"40-","services","married","secondary","no","yes","no","cellular","no"
"40-","admin.","married","secondary","no","yes","no","cellular","no"
"30-","blue-collar","single","secondary","no","yes","yes","cellular","no"
"60-","self-employed","married","secondary","no","yes","no","cellular","no"
"30-","self-employed","single","tertiary","no","yes","yes","cellular","no"
"30-","technician","single","secondary","no","yes","no","cellular","no"
"30-","admin.","married","secondary","no","no","yes","cellular","no"
"40-","management","married","secondary","yes","yes","no","cellular","yes"
"40-","blue-collar","married","unknown","no","yes","no","cellular","yes"
"30-","blue-collar","married","secondary","no","yes","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","yes","no","cellular","no"
"30-","housemaid","single","tertiary","no","no","no","cellular","yes"
"60-","retired","divorced","tertiary","no","yes","no","cellular","no"
"40-","admin.","single","secondary","no","no","no","cellular","yes"
"50-","entrepreneur","married","secondary","no","yes","no","cellular","yes"
"30-","services","single","secondary","no","yes","no","cellular","no"
"40-","technician","single","secondary","no","yes","no","telephone","no"
"50-","management","married","tertiary","no","yes","no","cellular","no"
"40-","blue-collar","divorced","secondary","no","yes","yes","cellular","no"
"30-","technician","single","secondary","no","no","no","cellular","yes"
"40-","services","single","secondary","no","yes","yes","cellular","no"
"40-","blue-collar","married","tertiary","no","yes","no","cellular","no"
"40-","technician","married","tertiary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"60-","housemaid","married","tertiary","no","no","no","cellular","yes"
"50-","self-employed","married","secondary","no","yes","no","cellular","yes"
"30-","services","single","secondary","no","yes","no","cellular","no"
"60-","technician","divorced","secondary","no","yes","no","cellular","no"
"40-","blue-collar","married","secondary","no","yes","yes","cellular","no"
"50-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","blue-collar","married","secondary","no","yes","no","cellular","no"
"40-","blue-collar","married","secondary","no","no","no","cellular","no"
"50-","blue-collar","married","secondary","no","yes","no","telephone","no"
"80-","retired","married","secondary","no","no","no","telephone","yes"
"50-","blue-collar","married","primary","no","yes","no","cellular","yes"
"60-","technician","married","secondary","no","yes","no","telephone","yes"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"50-","admin.","divorced","tertiary","no","yes","yes","cellular","no"
"40-","admin.","married","secondary","no","yes","no","cellular","no"
"40-","admin.","married","secondary","no","yes","yes","cellular","yes"
"50-","technician","married","secondary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","no","no","telephone","no"
"40-","housemaid","married","primary","no","yes","no","cellular","no"
"30-","technician","single","secondary","no","no","no","cellular","yes"
"40-","blue-collar","married","secondary","no","yes","no","cellular","no"
"40-","self-employed","single","tertiary","no","yes","no","cellular","no"
"30-","student","single","secondary","no","no","no","cellular","yes"
"50-","blue-collar","married","secondary","no","yes","no","telephone","no"
"60-","technician","married","secondary","no","no","no","cellular","yes"
"40-","technician","married","primary","no","yes","no","cellular","yes"
"40-","blue-collar","married","secondary","no","yes","no","cellular","no"
"40-","entrepreneur","married","secondary","no","yes","no","cellular","yes"
"30-","services","single","unknown","no","yes","no","cellular","no"
"40-","blue-collar","married","secondary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"30-","blue-collar","married","secondary","no","yes","no","cellular","no"
"30-","technician","married","secondary","no","yes","no","cellular","yes"
"50-","blue-collar","married","secondary","no","no","no","telephone","no"
"40-","technician","married","secondary","no","yes","yes","cellular","no"
"40-","blue-collar","married","primary","no","yes","no","telephone","no"
"50-","blue-collar","married","primary","no","yes","no","telephone","no"
"30-","management","single","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"50-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","blue-collar","single","secondary","no","yes","no","cellular","no"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"50-","management","married","primary","no","yes","no","cellular","yes"
"30-","management","married","tertiary","no","yes","no","cellular","no"
"50-","unknown","married","primary","no","yes","yes","cellular","yes"
"30-","admin.","single","secondary","no","yes","yes","cellular","no"
"50-","blue-collar","single","secondary","no","no","no","cellular","yes"
"70-","management","married","tertiary","no","no","no","cellular","yes"
"30-","blue-collar","married","secondary","no","yes","no","cellular","no"
"30-","management","single","tertiary","no","yes","no","cellular","no"
"40-","blue-collar","married","secondary","no","yes","no","cellular","no"
"30-","blue-collar","divorced","secondary","no","yes","no","cellular","yes"
"40-","admin.","married","secondary","no","yes","no","cellular","no"
"50-","services","married","primary","no","yes","no","cellular","no"
"70-","retired","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"40-","blue-collar","single","secondary","no","yes","no","cellular","no"
"70-","retired","married","secondary","no","no","no","telephone","yes"
"40-","blue-collar","single","secondary","no","yes","no","cellular","no"
"50-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"50-","technician","married","secondary","no","yes","no","cellular","no"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"50-","blue-collar","married","secondary","yes","yes","no","cellular","yes"
"60-","housemaid","divorced","tertiary","no","no","no","cellular","no"
"40-","technician","single","secondary","no","yes","no","cellular","no"
"50-","blue-collar","married","secondary","no","yes","no","cellular","no"
"40-","blue-collar","married","secondary","no","yes","no","cellular","no"
"60-","management","married","tertiary","no","yes","yes","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"50-","admin.","married","primary","no","yes","no","cellular","no"
"50-","entrepreneur","single","secondary","no","yes","yes","cellular","no"
"40-","blue-collar","married","secondary","no","yes","no","cellular","no"
"50-","blue-collar","married","primary","yes","yes","yes","cellular","yes"
"60-","services","married","secondary","no","yes","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","blue-collar","married","primary","no","yes","no","cellular","yes"
"60-","blue-collar","divorced","secondary","no","yes","no","cellular","no"
"80-","retired","married","primary","no","no","no","cellular","yes"
"40-","services","married","secondary","no","yes","no","cellular","no"
"40-","admin.","single","secondary","no","yes","yes","cellular","no"
"40-","admin.","divorced","tertiary","no","yes","no","cellular","no"
"30-","technician","single","tertiary","no","yes","no","cellular","yes"
"40-","services","single","secondary","no","yes","no","cellular","no"
"50-","self-employed","divorced","tertiary","no","yes","no","cellular","yes"
"40-","services","single","primary","no","yes","no","cellular","no"
"80-","retired","divorced","tertiary","no","no","no","cellular","yes"
"40-","admin.","single","tertiary","no","yes","no","cellular","no"
"30-","blue-collar","single","secondary","no","yes","no","cellular","no"
"40-","management","single","tertiary","no","yes","no","cellular","no"
"30-","student","single","secondary","no","no","no","cellular","yes"
"50-","admin.","divorced","secondary","no","no","yes","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","no"
"60-","unemployed","divorced","secondary","no","no","no","cellular","yes"
"30-","blue-collar","married","secondary","no","no","no","cellular","yes"
"40-","blue-collar","married","secondary","no","yes","no","cellular","no"
"40-","technician","divorced","secondary","no","yes","yes","cellular","no"
"40-","management","single","tertiary","no","yes","no","cellular","no"
"80-","retired","married","primary","no","no","no","cellular","yes"
"60-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"60-","services","single","secondary","no","yes","no","cellular","no"
"40-","entrepreneur","married","tertiary","no","yes","yes","cellular","no"
"70-","retired","married","secondary","no","yes","no","cellular","yes"
"50-","admin.","married","secondary","no","yes","yes","cellular","no"
"60-","entrepreneur","married","tertiary","no","no","no","cellular","yes"
"50-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","no"
"30-","services","single","secondary","no","no","no","cellular","yes"
"40-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"40-","technician","single","secondary","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","yes","yes","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"40-","blue-collar","married","primary","no","yes","no","cellular","no"
"40-","admin.","married","secondary","no","yes","no","cellular","no"
"50-","blue-collar","divorced","primary","no","yes","no","cellular","yes"
"30-","technician","married","tertiary","no","yes","no","cellular","no"
"40-","services","married","secondary","no","yes","yes","cellular","no"
"50-","blue-collar","married","primary","no","yes","no","cellular","no"
"30-","technician","single","secondary","no","yes","no","cellular","no"
"50-","unemployed","married","secondary","no","yes","yes","cellular","no"
"40-","blue-collar","married","secondary","no","yes","yes","cellular","no"
"30-","admin.","married","primary","no","yes","no","cellular","no"
"50-","services","married","secondary","no","yes","no","cellular","no"
"50-","blue-collar","divorced","secondary","no","yes","yes","cellular","no"
"40-","management","married","tertiary","no","yes","yes","cellular","no"
"40-","entrepreneur","single","tertiary","no","yes","no","cellular","no"
"40-","technician","single","secondary","no","yes","no","cellular","no"
"60-","blue-collar","married","primary","no","yes","no","telephone","no"
"40-","blue-collar","married","unknown","no","yes","no","cellular","yes"
"40-","services","married","secondary","no","yes","yes","cellular","no"
"40-","technician","married","secondary","no","yes","yes","cellular","no"
"30-","blue-collar","married","secondary","no","yes","no","cellular","no"
"40-","entrepreneur","married","tertiary","no","yes","no","cellular","no"
"40-","blue-collar","married","primary","no","yes","no","cellular","no"
"60-","admin.","single","secondary","no","yes","no","telephone","no"
"30-","student","single","secondary","no","yes","no","cellular","yes"
"40-","blue-collar","divorced","secondary","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"30-","student","single","tertiary","no","no","no","cellular","yes"
"30-","technician","single","secondary","no","no","no","cellular","yes"
"70-","retired","married","unknown","no","no","no","telephone","yes"
"100-","retired","divorced","primary","no","no","no","telephone","yes"
"70-","retired","married","tertiary","no","no","no","telephone","yes"
"60-","technician","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"80-","retired","married","secondary","no","no","no","cellular","yes"
"60-","unemployed","married","primary","no","no","no","cellular","yes"
"30-","student","single","tertiary","no","no","no","cellular","yes"
"50-","management","divorced","tertiary","no","no","no","cellular","no"
"30-","blue-collar","single","unknown","no","no","no","cellular","yes"
"30-","self-employed","married","secondary","no","no","yes","cellular","yes"
"70-","retired","single","tertiary","no","no","no","telephone","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","telephone","yes"
"50-","unknown","divorced","unknown","no","no","no","cellular","yes"
"30-","blue-collar","single","secondary","no","yes","yes","cellular","yes"
"40-","admin.","married","tertiary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"50-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","student","single","secondary","no","no","no","cellular","yes"
"50-","unknown","single","unknown","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","yes"
"50-","management","divorced","tertiary","no","no","no","cellular","yes"
"40-","technician","single","tertiary","no","no","no","cellular","yes"
"40-","admin.","married","tertiary","no","no","no","cellular","yes"
"30-","services","married","tertiary","no","no","no","cellular","yes"
"70-","retired","married","primary","no","no","no","cellular","yes"
"50-","admin.","divorced","primary","no","yes","no","cellular","yes"
"80-","retired","married","tertiary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","primary","no","yes","no","cellular","yes"
"70-","retired","divorced","tertiary","no","no","no","cellular","yes"
"30-","blue-collar","single","secondary","no","no","no","cellular","yes"
"60-","admin.","married","secondary","no","no","no","cellular","no"
"40-","admin.","single","tertiary","no","yes","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"90-","retired","married","unknown","no","no","no","telephone","no"
"60-","retired","married","secondary","no","yes","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"30-","self-employed","married","tertiary","no","no","no","cellular","no"
"60-","blue-collar","married","primary","no","no","no","cellular","yes"
"80-","management","married","unknown","no","yes","no","telephone","yes"
"30-","blue-collar","single","secondary","no","no","no","cellular","yes"
"30-","services","single","secondary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","no","no","cellular","yes"
"30-","services","single","unknown","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"70-","retired","married","primary","no","no","no","cellular","yes"
"30-","unemployed","single","primary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","yes","no","cellular","yes"
"50-","admin.","married","secondary","no","yes","no","cellular","no"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"60-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"40-","technician","single","tertiary","no","no","no","cellular","yes"
"80-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","admin.","married","tertiary","no","yes","no","cellular","yes"
"30-","student","single","tertiary","no","no","no","cellular","yes"
"60-","management","divorced","tertiary","no","no","no","cellular","yes"
"70-","retired","married","primary","no","no","no","cellular","yes"
"80-","self-employed","married","tertiary","no","no","no","cellular","yes"
"60-","admin.","single","secondary","no","yes","no","cellular","yes"
"30-","self-employed","single","tertiary","no","no","no","cellular","yes"
"40-","housemaid","married","primary","no","no","no","cellular","no"
"70-","retired","married","secondary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","yes","yes","cellular","no"
"40-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"40-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"30-","admin.","married","secondary","no","yes","no","cellular","yes"
"30-","technician","single","tertiary","no","no","no","cellular","yes"
"50-","self-employed","single","secondary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","yes","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"30-","admin.","single","secondary","no","no","no","cellular","yes"
"60-","unemployed","married","secondary","no","no","no","cellular","yes"
"60-","retired","married","primary","no","no","no","cellular","yes"
"50-","technician","married","secondary","no","yes","no","cellular","yes"
"60-","unemployed","married","secondary","no","no","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"40-","unemployed","single","tertiary","no","no","no","cellular","yes"
"60-","retired","married","tertiary","no","no","no","cellular","yes"
"40-","technician","married","tertiary","no","no","no","cellular","yes"
"60-","retired","divorced","secondary","no","yes","no","cellular","yes"
"50-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"50-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"60-","housemaid","married","primary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"50-","technician","single","unknown","no","no","no","cellular","yes"
"50-","admin.","married","secondary","no","yes","no","cellular","yes"
"40-","admin.","married","secondary","no","yes","no","cellular","yes"
"60-","technician","married","secondary","no","no","no","cellular","yes"
"60-","management","divorced","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","unknown","no","yes","no","cellular","yes"
"50-","blue-collar","married","secondary","no","no","no","cellular","yes"
"40-","self-employed","married","primary","no","yes","yes","cellular","yes"
"40-","admin.","married","secondary","no","yes","no","cellular","yes"
"50-","technician","married","unknown","no","no","no","cellular","yes"
"60-","admin.","divorced","secondary","no","no","no","cellular","yes"
"50-","technician","married","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","primary","no","yes","no","cellular","yes"
"40-","services","married","secondary","no","yes","no","cellular","no"
"50-","self-employed","divorced","tertiary","no","yes","no","cellular","yes"
"40-","blue-collar","married","secondary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"50-","unknown","married","unknown","no","no","no","cellular","yes"
"50-","retired","divorced","tertiary","no","yes","no","cellular","no"
"30-","self-employed","single","tertiary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"40-","admin.","single","secondary","no","no","yes","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"50-","technician","married","secondary","no","no","no","cellular","yes"
"40-","services","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","unemployed","married","tertiary","no","yes","no","cellular","yes"
"60-","retired","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"40-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","no","no","cellular","yes"
"50-","unemployed","divorced","secondary","no","no","no","cellular","yes"
"40-","admin.","single","tertiary","no","no","no","cellular","yes"
"40-","admin.","single","secondary","no","no","no","cellular","yes"
"40-","technician","single","tertiary","no","no","no","cellular","yes"
"40-","blue-collar","single","unknown","no","yes","yes","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","no"
"50-","services","married","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"30-","management","married","tertiary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"60-","services","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"30-","admin.","single","secondary","no","no","no","cellular","yes"
"30-","technician","single","secondary","no","yes","no","cellular","yes"
"30-","admin.","single","secondary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"20-","student","single","secondary","no","no","no","cellular","yes"
"30-","unemployed","single","tertiary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","yes"
"30-","technician","single","secondary","no","no","no","cellular","yes"
"30-","admin.","single","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","housemaid","married","primary","no","no","no","cellular","yes"
"60-","self-employed","married","tertiary","no","no","no","telephone","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"50-","unemployed","divorced","primary","no","no","no","cellular","no"
"40-","self-employed","single","tertiary","no","no","no","cellular","yes"
"30-","technician","single","secondary","no","no","no","cellular","yes"
"60-","retired","married","primary","no","no","no","telephone","no"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"40-","admin.","divorced","secondary","no","no","no","cellular","yes"
"40-","services","single","secondary","no","no","no","cellular","yes"
"30-","student","single","primary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"50-","management","single","tertiary","no","no","no","cellular","yes"
"40-","admin.","single","tertiary","no","yes","yes","cellular","yes"
"50-","technician","married","secondary","no","yes","no","cellular","no"
"40-","technician","single","tertiary","no","no","no","cellular","yes"
"30-","technician","married","tertiary","no","no","no","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"60-","technician","divorced","secondary","no","yes","no","cellular","yes"
"40-","management","divorced","secondary","no","yes","no","cellular","yes"
"60-","blue-collar","married","secondary","no","no","no","cellular","no"
"50-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"60-","unemployed","married","secondary","no","yes","no","cellular","yes"
"40-","services","married","unknown","no","no","no","cellular","yes"
"30-","student","single","tertiary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"50-","entrepreneur","married","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"50-","entrepreneur","single","secondary","no","no","no","cellular","yes"
"50-","blue-collar","married","primary","no","yes","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","no"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"30-","technician","married","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","yes","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"30-","admin.","single","secondary","no","no","no","cellular","yes"
"30-","technician","single","secondary","no","no","no","cellular","yes"
"90-","retired","married","primary","no","no","no","cellular","yes"
"40-","services","married","secondary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","blue-collar","single","secondary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","yes","no","cellular","yes"
"40-","blue-collar","single","tertiary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","yes","no","cellular","yes"
"70-","retired","divorced","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"40-","admin.","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","technician","single","tertiary","no","no","no","cellular","yes"
"60-","technician","married","secondary","no","no","no","telephone","yes"
"40-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","admin.","single","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","telephone","yes"
"30-","blue-collar","single","secondary","no","yes","yes","cellular","yes"
"30-","admin.","single","tertiary","no","no","no","cellular","yes"
"40-","self-employed","married","tertiary","no","no","no","cellular","no"
"50-","blue-collar","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","yes","no","cellular","yes"
"40-","technician","single","tertiary","no","yes","no","cellular","yes"
"30-","unemployed","single","primary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","services","single","secondary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"50-","blue-collar","married","secondary","no","no","no","cellular","yes"
"40-","technician","divorced","secondary","no","yes","no","cellular","yes"
"50-","technician","married","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","telephone","yes"
"40-","services","single","secondary","no","no","no","cellular","yes"
"40-","entrepreneur","single","secondary","no","yes","no","telephone","no"
"50-","admin.","single","secondary","no","yes","no","cellular","yes"
"30-","student","single","unknown","no","no","no","cellular","no"
"40-","technician","single","tertiary","no","yes","no","cellular","yes"
"40-","admin.","married","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","single","secondary","no","yes","no","cellular","no"
"60-","technician","married","secondary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","yes"
"40-","student","single","tertiary","no","no","no","cellular","no"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"40-","services","single","secondary","no","yes","no","cellular","yes"
"40-","student","single","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","secondary","no","yes","no","telephone","yes"
"30-","blue-collar","married","primary","no","yes","no","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","no"
"40-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","no"
"40-","self-employed","married","secondary","no","yes","yes","cellular","yes"
"50-","technician","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"30-","management","single","tertiary","no","no","yes","cellular","no"
"40-","management","divorced","tertiary","no","yes","no","cellular","yes"
"30-","entrepreneur","single","secondary","no","yes","no","cellular","no"
"60-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","blue-collar","married","primary","no","yes","no","cellular","no"
"30-","self-employed","married","tertiary","no","no","no","cellular","yes"
"30-","blue-collar","single","primary","no","no","no","cellular","no"
"40-","self-employed","divorced","tertiary","no","no","no","cellular","yes"
"50-","self-employed","married","unknown","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"60-","management","married","unknown","no","no","no","cellular","no"
"50-","blue-collar","married","primary","no","yes","no","cellular","yes"
"40-","blue-collar","married","secondary","no","no","no","cellular","no"
"30-","blue-collar","single","secondary","no","yes","no","cellular","no"
"40-","technician","married","tertiary","no","yes","no","cellular","yes"
"40-","blue-collar","single","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"70-","management","married","unknown","no","no","no","telephone","yes"
"60-","retired","married","primary","no","no","no","cellular","yes"
"30-","management","married","tertiary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","telephone","yes"
"30-","technician","single","secondary","no","yes","no","cellular","yes"
"40-","student","single","unknown","no","no","no","cellular","yes"
"50-","blue-collar","married","secondary","no","no","no","telephone","no"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","telephone","yes"
"40-","entrepreneur","married","secondary","no","no","no","cellular","yes"
"30-","admin.","single","unknown","no","no","no","cellular","no"
"50-","technician","married","tertiary","no","no","no","telephone","yes"
"40-","services","single","secondary","no","yes","yes","cellular","yes"
"50-","management","married","secondary","no","no","no","cellular","no"
"40-","blue-collar","married","secondary","no","no","no","cellular","yes"
"30-","management","single","secondary","no","no","yes","telephone","yes"
"60-","retired","divorced","secondary","no","no","no","cellular","yes"
"40-","student","married","secondary","no","yes","no","cellular","no"
"60-","management","married","tertiary","no","no","no","cellular","no"
"30-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"30-","blue-collar","single","secondary","no","yes","yes","cellular","no"
"50-","admin.","single","secondary","no","yes","no","cellular","no"
"50-","blue-collar","married","primary","no","yes","no","cellular","yes"
